player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Aubrey Modiba,South Africa,South Africa,DF,30,1995,Sundowns,4,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.3,0.26,0.0,0.0,87.0,96.1,87.0,3,0,,0,1.0,2.0,4.0,-2.0,-0.52,-0.52,0.0,4.0,6.0,2.0,11.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Bradley Cross,South Africa,South Africa,DF,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evidence Makgopa,South Africa,South Africa,FW,26,2000,Orlando Pirates,4,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,1.67,1.26,0.0,0.0,54.0,59.7,88.0,1,2,20.0,0,1.0,2.0,0.0,2.0,0.84,3.32,0.0,1.0,1.0,2.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ime Okon,South Africa,South Africa,DF,22,2004,Hannover 96,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,,90.0,100.0,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,0.0,1.0,0.0,0.0,0.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Iqraam Rayners,South Africa,South Africa,FW,30,1995,Sundowns,4,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.56,0.0,0.0,,40.0,44.7,70.0,0,2,11.0,0,1.0,0.0,4.0,-4.0,-2.24,-3.14,0.0,1.0,1.0,2.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jayden Adams,South Africa,South Africa,MF,25,2001,Sundowns,3,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,39.0,32.2,53.0,0,1,11.0,1,1.33,0.0,2.0,-2.0,-1.55,-1.55,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kamogelo Sebelebele,South Africa,South Africa,"DF,MF",23,2002,Orlando Pirates,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,1.9,,0,1,7.0,3,1.0,0.0,0.0,0.0,0.0,0.51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Khuliso Mudau,South Africa,South Africa,DF,31,1995,Sundowns,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,0.0,4.0,10.0,1.0,3.0,11.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,
Khulumani Ndamane,South Africa,South Africa,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyle Foster,South Africa,South Africa,FW,25,2000,Burnley,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.64,0.0,0.0,,55.0,15.3,55.0,0,0,,3,0.0,0.0,1.0,-1.0,-1.64,-1.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mbekezeli Mbokazi,South Africa,South Africa,DF,20,2005,Chicago Fire,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,90.0,100.0,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,0.0,3.0,5.0,1.0,3.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Nkosinathi Sibisi,South Africa,South Africa,DF,30,1995,Orlando Pirates,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,25.0,90.0,1,0,,3,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Olwethu Makhanya,South Africa,South Africa,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswin Appollis,South Africa,South Africa,"MF,FW",24,2001,Orlando Pirates,4,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.41,0.35,0.0,0.0,64.0,70.8,80.0,2,1,14.0,0,1.0,1.0,2.0,-1.0,-0.35,0.5,0.0,1.0,2.0,0.0,8.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Relebohile Mofokeng,South Africa,South Africa,MF,21,2004,Orlando Pirates,3,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.6,0.53,0.0,0.0,56.0,46.9,62.0,0,1,45.0,1,1.33,2.0,0.0,2.0,1.07,2.95,0.0,3.0,2.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ricardo Goss,South Africa,South Africa,GK,32,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronwen Williams,South Africa,South Africa,GK,34,1992,Sundowns,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,4.0,4.0,360.0,4.0,1.0,15.0,11.0,73.3,1.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,
Samukele Kabini,South Africa,South Africa,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipho Chaine,South Africa,South Africa,GK,29,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphephelo Sithole,South Africa,South Africa,MF,27,1999,Tondela,3,3,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,76.0,63.6,76.0,2,0,,0,1.0,1.0,2.0,-1.0,-0.39,0.29,0.0,5.0,1.0,0.0,0.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Teboho Mokoena,South Africa,South Africa,MF,29,1997,Sundowns,3,3,270.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.33,0.0,0.33,0.0,0.0,4.0,2.0,50.0,1.33,0.67,0.0,0.0,90.0,75.0,90.0,3,0,,0,0.33,1.0,4.0,-3.0,-1.0,-2.0,0.0,3.0,6.0,0.0,5.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Thabang Matuludi,South Africa,South Africa,DF,27,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalente Mbatha,South Africa,South Africa,MF,26,2000,Orlando Pirates,4,2,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.38,0.35,0.0,0.0,65.0,72.2,90.0,2,2,40.0,0,1.0,2.0,3.0,-1.0,-0.35,0.55,0.0,4.0,0.0,0.0,4.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Thapelo Maseko,South Africa,South Africa,"MF,FW",22,2003,,3,3,242.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,8.0,1.0,12.5,2.98,0.37,0.13,1.0,81.0,67.2,81.0,0,0,,1,1.33,2.0,1.0,1.0,0.37,2.66,0.0,4.0,10.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Themba Zwane,South Africa,South Africa,"FW,MF",36,1989,Sundowns,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,23.0,6.4,,0,1,23.0,0,0.0,0.0,1.0,-1.0,-3.91,-3.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tshepang Moremi,South Africa,South Africa,MF,25,2000,Orlando Pirates,2,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.65,0.0,2.65,0.0,0.0,,0.0,0.0,,,17.0,9.4,,0,2,17.0,2,1.5,1.0,1.0,0.0,0.0,0.55,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Aymeric Laporte,Spain,Spain,DF,32,1994,Athletic Club,8,8,727.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,5.0,2.0,40.0,0.62,0.25,0.0,0.0,91.0,96.9,91.0,6,0,,0,2.75,13.0,1.0,12.0,1.49,-2.43,0.0,5.0,4.0,0.0,1.0,14.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Borja Iglesias,Spain,Spain,FW,33,1993,Celta Vigo,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.1,,0,1,1.0,7,3.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Dani Olmo,Spain,Spain,MF,28,1998,Barcelona,8,6,491.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,13.0,2.0,15.4,2.38,0.37,0.0,0.0,61.0,65.5,75.0,0,2,21.0,0,2.75,9.0,1.0,8.0,1.47,-0.27,0.0,6.0,10.0,0.0,1.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
David Raya,Spain,Spain,GK,30,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric García,Spain,Spain,"DF,MF",25,2001,Barcelona,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,22.0,2.9,,0,1,22.0,7,3.0,1.0,0.0,1.0,4.09,2.61,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Fabián Ruiz Peña,Spain,Spain,MF,30,1996,PSG,8,4,321.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,8.0,2.0,25.0,2.24,0.56,0.13,0.5,40.0,42.8,66.0,0,4,15.0,0,2.75,4.0,1.0,3.0,0.84,-1.26,0.0,1.0,3.0,0.0,9.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Ferran Torres,Spain,Spain,FW,26,2000,Barcelona,8,1,288.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.31,0.31,0.62,0.31,0.62,14.0,4.0,28.6,4.37,1.25,0.07,0.25,36.0,38.4,80.0,0,7,30.0,0,2.75,5.0,0.0,5.0,1.56,0.0,0.0,6.0,4.0,3.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gavi,Spain,Spain,FW,21,2004,Barcelona,2,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.18,0.0,0.0,,38.0,10.1,70.0,0,1,6.0,6,2.0,1.0,0.0,1.0,1.18,-0.42,0.0,2.0,1.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Joan García,Spain,Spain,GK,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Yamal,Spain,Spain,"MF,FW",18,2007,Barcelona,8,7,614.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,27.0,12.0,44.4,3.96,1.76,0.04,0.08,77.0,81.9,85.0,4,1,20.0,0,2.75,12.0,1.0,11.0,1.61,0.29,0.0,14.0,9.0,7.0,34.0,2.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,
Marc Cucurella,Spain,Spain,DF,27,1998,Chelsea,8,8,750.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,5.0,3.0,60.0,0.6,0.36,0.0,0.0,94.0,100.0,94.0,8,0,,0,2.75,14.0,1.0,13.0,1.56,,0.0,8.0,5.0,4.0,13.0,7.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Marc Pubill,Spain,Spain,DF,22,2003,Atlético Madrid,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.1,,0,1,1.0,7,3.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marcos Llorente,Spain,Spain,DF,31,1995,Atlético Madrid,3,2,187.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,0.0,0.0,,0.0,0.0,,,62.0,24.9,90.0,2,1,7.0,5,2.33,1.0,0.0,1.0,0.48,-1.44,0.0,2.0,1.0,0.0,4.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Martín Zubimendi,Spain,Spain,MF,27,1999,Arsenal,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,22.0,2.9,,0,1,22.0,7,3.0,1.0,0.0,1.0,4.09,2.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mikel Merino,Spain,Spain,MF,29,1996,Arsenal,8,1,199.0,2.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,5.0,3.0,60.0,2.26,1.36,0.4,0.67,25.0,26.5,59.0,0,7,20.0,0,2.75,5.0,0.0,5.0,2.26,0.95,0.0,6.0,8.0,0.0,1.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mikel Oyarzabal,Spain,Spain,FW,29,1997,Real Sociedad,8,8,601.0,6.7,5.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.75,0.15,0.9,0.6,0.75,23.0,12.0,52.2,3.44,1.8,0.17,0.33,75.0,80.1,75.0,2,0,,0,2.75,10.0,1.0,9.0,1.35,-1.07,0.0,4.0,5.0,1.0,3.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Williams,Spain,Spain,MF,23,2002,Athletic Club,6,0,113.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,4.0,2.0,50.0,3.19,1.59,0.0,0.0,19.0,15.1,,0,6,19.0,2,2.67,2.0,0.0,2.0,1.59,0.04,0.0,2.0,1.0,1.0,9.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Pau Cubarsí,Spain,Spain,DF,19,2007,Barcelona,8,8,750.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,0.48,0.24,0.0,0.0,94.0,100.0,94.0,8,0,,0,2.75,14.0,1.0,13.0,1.56,,0.0,4.0,5.0,0.0,1.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedri,Spain,Spain,MF,23,2002,Barcelona,8,5,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,0.9,0.36,0.0,0.0,62.0,66.5,78.0,1,3,36.0,0,2.75,10.0,0.0,10.0,1.8,0.73,0.0,4.0,5.0,1.0,13.0,10.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedro Porro,Spain,Spain,DF,26,1999,Tottenham,6,6,563.0,6.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,7.0,3.0,42.9,1.12,0.48,0.29,0.67,94.0,75.1,94.0,5,0,,2,3.0,13.0,1.0,12.0,1.92,1.44,0.0,10.0,9.0,0.0,24.0,8.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,
Rodri,Spain,Spain,MF,29,1996,Manchester City,8,8,724.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.87,0.0,0.0,,91.0,96.5,91.0,6,0,,0,2.75,13.0,1.0,12.0,1.49,-1.97,0.0,11.0,9.0,1.0,4.0,3.0,20.0,,,0.0,,,,,,,,,,,,,,,,,,
Unai Simón,Spain,Spain,GK,29,1997,Athletic Club,8,8,750.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,94.0,100.0,94.0,8,0,,0,2.75,14.0,1.0,13.0,1.56,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,8.0,8.0,750.0,1.0,0.12,11.0,9.0,90.9,7.0,1.0,0.0,7.0,87.5,0.0,0.0,0.0,0.0,
Víctor Muñoz,Spain,Spain,MF,22,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yéremy Pino,Spain,Spain,"FW,MF",23,2002,Crystal Palace,2,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,35.0,9.3,,0,2,35.0,6,3.0,1.0,0.0,1.0,1.29,-0.3,0.0,2.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Álex Baena,Spain,Spain,"MF,FW",24,2001,Atlético Madrid,7,7,481.0,5.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.19,0.19,0.37,0.19,0.37,12.0,5.0,41.7,2.25,0.94,0.08,0.2,69.0,64.1,69.0,0,0,,1,3.0,10.0,1.0,9.0,1.68,0.35,0.0,13.0,7.0,2.0,41.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Álex Grimaldo,Spain,Spain,"DF,MF",30,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Bernhardsson,Sweden,Sweden,MF,27,1998,Holstein Kiel,3,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.41,0.41,0.0,0.0,72.0,60.3,72.0,0,0,,1,1.33,5.0,6.0,-1.0,-0.41,0.84,0.0,2.0,4.0,0.0,3.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexander Isak,Sweden,Sweden,FW,26,1999,Liverpool,4,4,357.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.25,0.76,1.01,0.25,1.01,8.0,6.0,75.0,2.02,1.51,0.13,0.17,89.0,99.2,89.0,2,0,,0,1.0,6.0,10.0,-4.0,-1.01,-31.01,0.0,4.0,1.0,5.0,3.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Anthony Elanga,Sweden,Sweden,"MF,FW",24,2002,Newcastle,4,2,217.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,3.0,3.0,100.0,1.24,1.24,0.67,0.67,54.0,60.3,90.0,2,2,19.0,0,1.0,3.0,5.0,-2.0,-0.83,-0.2,0.0,0.0,7.0,1.0,12.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Benjamin Nygren,Sweden,Sweden,MF,24,2001,Celtic,4,2,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.69,0.0,0.0,,33.0,36.1,59.0,0,2,6.0,0,1.0,3.0,5.0,-2.0,-1.38,-0.99,0.0,3.0,0.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Besfort Zeneli,Sweden,Sweden,MF,23,2002,Union SG,2,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.5,1.5,0.0,0.0,30.0,16.7,,0,2,30.0,2,0.0,1.0,2.0,-1.0,-1.5,-0.9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Carl Starfelt,Sweden,Sweden,DF,31,1995,Celta Vigo,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,4.0,1.1,,0,1,4.0,3,1.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Daniel Svensson,Sweden,Sweden,DF,24,2002,Dortmund,3,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.92,0.0,0.0,,33.0,27.2,81.0,0,2,9.0,1,1.33,1.0,3.0,-2.0,-1.84,-1.49,0.0,0.0,0.0,1.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Elliot Stroud,Sweden,Sweden,MF,23,2002,Mjällby,4,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.54,0.0,0.0,,42.0,46.1,70.0,0,2,14.0,0,1.0,3.0,3.0,0.0,0.0,1.39,0.0,3.0,1.0,0.0,4.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Eric Smith,Sweden,Sweden,"DF,MF",29,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Gudmundsson,Sweden,Sweden,"MF,DF",27,1999,Leeds United,4,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,83.0,91.7,83.0,1,0,,0,1.0,5.0,10.0,-5.0,-1.36,-7.36,0.0,5.0,7.0,0.0,4.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Gustaf Lagerbielke,Sweden,Sweden,DF,26,2000,Braga,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.75,0.25,0.0,0.0,90.0,100.0,90.0,4,0,,0,1.0,7.0,10.0,-3.0,-0.75,,0.0,1.0,3.0,1.0,1.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Gustaf Nilsson,Sweden,Sweden,FW,29,1997,Club Brugge,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,,2.0,0.6,,0,1,2.0,3,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Herman Johansson,Sweden,Sweden,MF,28,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hjalmar Ekdal,Sweden,Sweden,DF,27,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isak Hien,Sweden,Sweden,DF,27,1999,Atalanta,3,3,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,60.0,72.0,2,0,,0,1.33,6.0,6.0,0.0,0.0,1.87,0.0,3.0,3.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Jacob Widell Zetterström,Sweden,Sweden,GK,27,1998,Derby County,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,2,0,,2,0.5,1.0,4.0,-3.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,4.0,2.0,15.0,11.0,73.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
